amount_log,oldbalanceOrg_log,newbalanceOrig_log,oldbalanceDest_log,newbalanceDest_log,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,amount_capped,amount_is_top_0.1pct,diffOrig,diffDest,errorBalanceOrig,errorBalanceDest
0.6760000719717097,0.1841647925076926,0.0,-0.8380009973822125,0.07188917312520746,0.0,0.0,0.0,1.0,21.0,536117.27,177987.0,0.0,0.0,536117.27,0.0,536117.27,0.0,177987.0,536117.27,-358130.27,0.0
-1.0000081779171877,-0.1235294519611424,0.502191125063903,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,43.0,4036.51,4479.24,442.73,0.0,0.0,0.0,4036.51,0.0,4036.5099999999998,0.0,-4.547473508864641e-13,-4036.51
0.14229188356186742,0.04902275482391728,0.0,0.10292008129392698,0.06686150119931025,1.0,0.0,0.0,0.0,36.0,113021.66,35321.91,0.0,386840.13,499861.79,0.0,113021.66,0.0,35321.91,113021.65999999997,-77699.75,-2.9103830456733704e-11
-0.6300072532960651,-0.275725345373316,0.0,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,15.0,11879.27,724.0,0.0,0.0,0.0,0.0,11879.27,0.0,724.0,0.0,-11155.27,-11879.27
-1.240801187311077,0.15871267328104688,0.9697051766733795,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,9.0,1999.23,131254.0,129254.77,0.0,0.0,0.0,1999.23,0.0,1999.229999999996,0.0,-4.092726157978177e-12,-1999.23
-0.7055725522140169,-0.0746015399654138,0.0,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,17.0,9529.18,8045.0,0.0,0.0,0.0,0.0,9529.18,0.0,8045.0,0.0,-1484.1800000000003,-9529.18
-0.6764642659355953,0.12667500425119427,0.9292274946470517,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,17.0,10373.69,89456.31,79082.61,0.0,0.0,0.0,10373.69,0.0,10373.699999999997,0.0,0.0099999999965803,-10373.69
0.39181702259556955,-0.826107029912213,0.0,0.18874080267165688,0.14503094492077406,1.0,0.0,0.0,0.0,17.0,234023.3,0.0,0.0,1250740.03,1484763.32,0.0,234023.3,0.0,0.0,234023.29000000004,-234023.3,-0.009999999951105565
0.4909961233047904,0.14191811681022243,0.0,-0.8380009973822125,0.03314215407914721,1.0,0.0,0.0,0.0,41.0,312534.85,107357.0,0.0,0.0,312534.85,0.0,312534.85,0.0,107357.0,312534.85,-205177.84999999998,0.0
-0.682235294357604,-0.40044141367005165,0.0,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,38.0,10200.51,162.0,0.0,0.0,0.0,0.0,10200.51,0.0,162.0,0.0,-10038.51,-10200.51
0.23138534931108865,-0.826107029912213,0.0,0.17611895773345287,0.1296845736944879,1.0,0.0,0.0,0.0,16.0,146563.25,0.0,0.0,1052480.03,1199043.29,0.0,146563.25,0.0,0.0,146563.26,-146563.25,0.010000000009313226
0.2377796075154484,0.0056629740113131564,0.0,0.28547036837991246,0.22993227112070194,1.0,0.0,0.0,0.0,19.0,149322.52,21023.0,0.0,4694428.79,4843751.31,0.0,149322.52,0.0,21023.0,149322.51999999955,-128299.51999999999,-4.3655745685100555e-10
-1.3323644967811672,0.01325688525637261,0.8218925877330974,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,41.0,1530.4,23023.01,21492.61,0.0,0.0,0.0,1530.4,0.0,1530.3999999999978,0.0,-2.2737367544323206e-12,-1530.4
0.10135089302773077,0.2945980023778794,1.116481357513429,0.10061933066100849,-0.01783740034862977,0.0,0.0,0.0,0.0,15.0,100299.24,667286.51,767585.74,374859.73,153655.44,0.0,100299.24,0.0,-100299.22999999998,-221204.28999999998,-200598.46999999997,-321503.52999999997
0.6350824550346815,0.19757369520241444,0.0,0.14672504733273253,0.12853177522310827,0.0,0.0,0.0,1.0,40.0,475801.44,208965.61,0.0,704144.67,1179946.11,0.0,475801.44,0.0,208965.61,475801.44000000006,-266835.83,5.820766091346741e-11
-0.7459118348029878,-0.826107029912213,0.0,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,12.0,8471.27,0.0,0.0,0.0,0.0,0.0,8471.27,0.0,0.0,0.0,-8471.27,-8471.27
-0.9123580735869625,-0.1092201837340811,0.38287765748836056,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,42.0,5212.72,5316.0,103.28,0.0,0.0,0.0,5212.72,0.0,5212.72,0.0,0.0,-5212.72
0.04810156637909071,0.5563598600581731,1.3635614474798852,0.20567924925828424,0.1613046256801011,0.0,0.0,0.0,0.0,17.0,85869.97,15300000.0,15400000.0,1576717.17,1862466.22,0.0,85869.97,0.0,-100000.0,285749.05000000005,-185869.97,199879.08000000005
0.5760307024882023,-0.826107029912213,0.0,0.21861471766713977,0.1759006598092969,1.0,0.0,0.0,0.0,19.0,400515.69,0.0,0.0,1881782.27,2282297.96,0.0,400515.69,0.0,0.0,400515.68999999994,-400515.69,-5.820766091346741e-11
0.7336172958481006,-0.826107029912213,0.0,0.1916106032338375,0.168076068819154,1.0,0.0,0.0,0.0,18.0,634232.84,0.0,0.0,1300795.38,2046658.57,0.0,634232.84,0.0,0.0,745863.1900000002,-634232.84,111630.35000000021
-0.6859710462411741,0.10596802344962421,0.9061075721453918,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,42.0,10089.95,69822.48,59732.53,0.0,0.0,0.0,10089.95,0.0,10089.949999999997,0.0,-3.637978807091713e-12,-10089.95
0.007296611663191496,0.27037639357687987,1.0927683914447264,0.16016265129066004,0.0978785661342379,0.0,0.0,0.0,0.0,34.0,76234.13,499381.25,575615.38,846173.45,769939.32,0.0,76234.13,0.0,-76234.13,-76234.13,-152468.26,-152468.26
-0.053328649324743176,0.5915078685212866,1.3976784039941592,0.008544720126683128,-0.11001653953661453,0.0,0.0,0.0,0.0,38.0,63877.66,23300000.0,23300000.0,106437.15,42559.49,0.0,63877.66,0.0,0.0,-63877.659999999996,-63877.66,-127755.32
0.30616594099142186,-0.826107029912213,0.0,0.24487630373248698,0.19252876739450236,0.0,0.0,0.0,1.0,37.0,182287.47,0.0,0.0,2694761.42,2877048.89,0.0,182287.47,0.0,0.0,182287.4700000002,-182287.47,2.0372681319713593e-10
-0.5671977545149068,-0.826107029912213,0.0,-0.8380009973822125,-0.8753332364902972,0.0,0.0,1.0,0.0,18.0,14267.97,0.0,0.0,0.0,0.0,0.0,14267.97,0.0,0.0,0.0,-14267.97,-14267.97
0.5971460595924426,0.5606189344889159,1.3697436730852657,0.2144607740680509,0.13830083282208228,0.0,0.0,0.0,0.0,38.0,425959.47,16100000.0,16600000.0,1777877.06,1351917.59,0.0,425959.47,0.0,-500000.0,-425959.47,-925959.47,-851918.94
